"pollscore","pct","pollster","answer","end_date","sample_size","transparency_score"
-0.6,1,"Remington","West","7/1/24",584,7
-0.6,36,"Remington","Biden","7/1/24",570,7
-0.6,56,"Remington","Trump","7/1/24",570,7
-0.6,3,"Remington","Kennedy","7/1/24",570,7
-0.6,0,"Remington","Stein","7/1/24",570,7
-0.6,1,"Remington","West","7/1/24",570,7
-0.6,40,"Remington","Biden","7/1/24",601,7
-0.6,47,"Remington","Trump","7/1/24",601,7
-0.6,5,"Remington","Kennedy","7/1/24",601,7
-0.6,1,"Remington","Stein","7/1/24",601,7
-0.6,1,"Remington","West","7/1/24",601,7
-0.6,41,"Remington","Biden","7/1/24",611,7
-0.6,51,"Remington","Trump","7/1/24",611,7
-0.6,5,"Remington","Kennedy","7/1/24",611,7
-0.6,0,"Remington","Stein","7/1/24",611,7
-0.6,0,"Remington","West","7/1/24",611,7
-0.6,43,"Remington","Biden","7/1/24",673,7
-0.6,48,"Remington","Trump","7/1/24",673,7
-0.6,5,"Remington","Kennedy","7/1/24",673,7
-0.6,0,"Remington","Stein","7/1/24",673,7
-0.6,1,"Remington","West","7/1/24",673,7
-0.6,39,"Remington","Biden","7/1/24",589,7
-0.6,49,"Remington","Trump","7/1/24",589,7
-0.6,5,"Remington","Kennedy","7/1/24",589,7
-0.6,1,"Remington","Stein","7/1/24",589,7
-0.6,1,"Remington","West","7/1/24",589,7
-0.6,43,"Remington","Biden","7/1/24",593,7
-0.6,49,"Remington","Trump","7/1/24",593,7
-0.6,4,"Remington","Kennedy","7/1/24",593,7
-0.6,1,"Remington","Stein","7/1/24",593,7
-0.6,0,"Remington","West","7/1/24",593,7
-0.3,43,"Morning Consult","Biden","7/1/24",4000,3
-0.3,44,"Morning Consult","Trump","7/1/24",4000,3
-1.1,40,"YouGov","Biden","7/1/24",1176,9
-1.1,44,"YouGov","Trump","7/1/24",1176,9
-1.1,43,"YouGov","Biden","7/1/24",1176,9
-1.1,45,"YouGov","Trump","7/1/24",1176,9
-1.1,45,"YouGov","Harris","7/1/24",1176,9
-1.1,47,"YouGov","Trump","7/1/24",1176,9
-0.3,40,"University of Houston/Texas Southern University","Biden","7/1/24",1484,9
-0.3,49,"University of Houston/Texas Southern University","Trump","7/1/24",1484,9
-0.3,5,"University of Houston/Texas Southern University","Kennedy","7/1/24",1484,9
-0.3,2,"University of Houston/Texas Southern University","Stein","7/1/24",1484,9
-0.3,0,"University of Houston/Texas Southern University","Oliver","7/1/24",1484,9
0.1,28,"Targoz Market Research","Biden","7/1/24",1152,7
0.1,55,"Targoz Market Research","Trump","7/1/24",1152,7
0.1,7,"Targoz Market Research","Kennedy","7/1/24",1152,7
0.1,28,"Targoz Market Research","Biden","7/1/24",962,7
0.1,58,"Targoz Market Research","Trump","7/1/24",962,7
0.1,5,"Targoz Market Research","Kennedy","7/1/24",962,7
-0.3,43,"Morning Consult","Biden","6/30/24",10679,3
-0.3,44,"Morning Consult","Trump","6/30/24",10679,3
-0.1,48,"HarrisX/Harris Poll","Biden","6/30/24",2090,7
-0.1,52,"HarrisX/Harris Poll","Trump","6/30/24",2090,7
-0.1,39,"HarrisX/Harris Poll","Biden","6/30/24",2090,7
-0.1,46,"HarrisX/Harris Poll","Trump","6/30/24",2090,7
-0.1,15,"HarrisX/Harris Poll","Kennedy","6/30/24",2090,7
-0.1,35,"HarrisX/Harris Poll","Biden","6/30/24",2090,7
-0.1,43,"HarrisX/Harris Poll","Trump","6/30/24",2090,7
-0.1,10,"HarrisX/Harris Poll","Kennedy","6/30/24",2090,7
-0.1,2,"HarrisX/Harris Poll","West","6/30/24",2090,7
-0.1,1,"HarrisX/Harris Poll","Stein","6/30/24",2090,7
-1,37.5,"Suffolk","Biden","6/30/24",1000,8
-1,41.4,"Suffolk","Trump","6/30/24",1000,8
-1,1,"Suffolk","Stein","6/30/24",1000,8
-1,8.2,"Suffolk","Kennedy","6/30/24",1000,8
-1,1.3,"Suffolk","West","6/30/24",1000,8
-1,1.4,"Suffolk","Oliver","6/30/24",1000,8
-0.6,43,"CNN/SSRS","Biden","6/30/24",1274,10
-0.6,49,"CNN/SSRS","Trump","6/30/24",1274,10
-0.6,35,"CNN/SSRS","Biden","6/30/24",1274,10
-0.6,41,"CNN/SSRS","Trump","6/30/24",1274,10
-0.6,14,"CNN/SSRS","Kennedy","6/30/24",1274,10
-0.6,2,"CNN/SSRS","West","6/30/24",1274,10
-0.6,3,"CNN/SSRS","Stein","6/30/24",1274,10
-0.6,1,"CNN/SSRS","Oliver","6/30/24",1274,10
-0.6,45,"CNN/SSRS","Harris","6/30/24",1274,10
-0.6,47,"CNN/SSRS","Trump","6/30/24",1274,10
-0.6,43,"CNN/SSRS","Newsom","6/30/24",1274,10
-0.6,48,"CNN/SSRS","Trump","6/30/24",1274,10
-0.6,43,"CNN/SSRS","Buttigieg","6/30/24",1274,10
-0.6,47,"CNN/SSRS","Trump","6/30/24",1274,10
-0.6,42,"CNN/SSRS","Whitmer","6/30/24",1274,10
-0.6,47,"CNN/SSRS","Trump","6/30/24",1274,10
-0.1,48,"HarrisX","Biden","6/30/24",1500,6
-0.1,52,"HarrisX","Trump","6/30/24",1500,6
-0.1,38,"HarrisX","Biden","6/30/24",1500,6
-0.1,43,"HarrisX","Trump","6/30/24",1500,6
-0.1,19,"HarrisX","Kennedy","6/30/24",1500,6
-0.1,37,"HarrisX","Biden","6/30/24",1500,6
-0.1,42,"HarrisX","Trump","6/30/24",1500,6
-0.1,16,"HarrisX","Kennedy","6/30/24",1500,6
-0.1,2,"HarrisX","West","6/30/24",1500,6
-0.1,3,"HarrisX","Stein","6/30/24",1500,6
-0.1,47,"HarrisX","Harris","6/30/24",1500,6
-0.1,53,"HarrisX","Trump","6/30/24",1500,6
-0.1,40,"HarrisX","Harris","6/30/24",1500,6
-0.1,43,"HarrisX","Trump","6/30/24",1500,6
-0.1,17,"HarrisX","Kennedy","6/30/24",1500,6
-0.1,38,"HarrisX","Harris","6/30/24",1500,6
-0.1,43,"HarrisX","Trump","6/30/24",1500,6
-0.1,16,"HarrisX","Kennedy","6/30/24",1500,6
-0.1,2,"HarrisX","West","6/30/24",1500,6
-0.1,2,"HarrisX","Stein","6/30/24",1500,6
1.7,34.9,"Big Village","Biden","6/30/24",1007,9
1.7,37.3,"Big Village","Trump","6/30/24",1007,9
1.7,9,"Big Village","Kennedy","6/30/24",1007,9
1.7,1.7,"Big Village","West","6/30/24",1007,9
1.7,38.4,"Big Village","Biden","6/30/24",820,9
1.7,39.3,"Big Village","Trump","6/30/24",820,9
1.7,9.3,"Big Village","Kennedy","6/30/24",820,9
1.7,1.3,"Big Village","West","6/30/24",820,9
1.7,41.2,"Big Village","Biden","6/30/24",723,9
1.7,41.6,"Big Village","Trump","6/30/24",723,9
1.7,8.7,"Big Village","Kennedy","6/30/24",723,9
1.7,0.9,"Big Village","West","6/30/24",723,9
-0.5,42,"St. Anselm","Biden","6/29/24",1746,6
-0.5,44,"St. Anselm","Trump","6/29/24",1746,6
-0.5,4,"St. Anselm","Kennedy","6/29/24",1746,6
-0.5,0,"St. Anselm","Oliver","6/29/24",1746,6
-0.5,1,"St. Anselm","Stein","6/29/24",1746,6
-0.5,1,"St. Anselm","West","6/29/24",1746,6
0.6,40.5,"Patriot Polling","Biden","6/29/24",1029,5
0.6,44.3,"Patriot Polling","Trump","6/29/24",1029,5
0.6,11.2,"Patriot Polling","Kennedy","6/29/24",1029,5
-0.3,42,"Morning Consult","Biden","6/29/24",4000,3
-0.3,44,"Morning Consult","Trump","6/29/24",4000,3
-1.3,43,"SurveyUSA","Biden","6/28/24",2315,8
-1.3,45,"SurveyUSA","Trump","6/28/24",2315,8
-0.3,45,"Morning Consult","Biden","6/28/24",2086,3
-0.3,44,"Morning Consult","Trump","6/28/24",2086,3
-1.2,45,"Data for Progress","Biden","6/28/24",1011,10
-1.2,48,"Data for Progress","Trump","6/28/24",1011,10
-1.2,45,"Data for Progress","Harris","6/28/24",1011,10
-1.2,48,"Data for Progress","Trump","6/28/24",1011,10
-1.2,44,"Data for Progress","Whitmer","6/28/24",1011,10
-1.2,46,"Data for Progress","Trump","6/28/24",1011,10
-1.2,44,"Data for Progress","Newsom","6/28/24",1011,10
-1.2,47,"Data for Progress","Trump","6/28/24",1011,10
-1.2,43,"Data for Progress","Pritzker","6/28/24",1011,10
-1.2,46,"Data for Progress","Trump","6/28/24",1011,10
-1.2,44,"Data for Progress","Buttigieg","6/28/24",1011,10
-1.2,47,"Data for Progress","Trump","6/28/24",1011,10
-1.2,43,"Data for Progress","Shapiro","6/28/24",1011,10
-1.2,46,"Data for Progress","Trump","6/28/24",1011,10
-1.2,43,"Data for Progress","Klobuchar","6/28/24",1011,10
-1.2,46,"Data for Progress","Trump","6/28/24",1011,10
-1.2,44,"Data for Progress","Booker","6/28/24",1011,10
-1.2,46,"Data for Progress","Trump","6/28/24",1011,10
0,38,"Leger","Biden","6/28/24",841,9
0,45,"Leger","Trump","6/28/24",841,9
-1.1,44,"Cygnal","Biden","6/28/24",800,4
-1.1,48.3,"Cygnal","Trump","6/28/24",800,4
-1.1,38.1,"Cygnal","Biden","6/28/24",800,4
-1.1,42.4,"Cygnal","Trump","6/28/24",800,4
-1.1,8.8,"Cygnal","Kennedy","6/28/24",800,4
-1.1,2,"Cygnal","Stein","6/28/24",800,4
-1.1,2,"Cygnal","West","6/28/24",800,4
-0.8,40.3,"AtlasIntel","Biden","6/28/24",1634,6
-0.8,45.5,"AtlasIntel","Trump","6/28/24",1634,6
-0.8,10.3,"AtlasIntel","Kennedy","6/28/24",1634,6
-0.8,0.7,"AtlasIntel","West","6/28/24",1634,6
-0.8,0.5,"AtlasIntel","Stein","6/28/24",1634,6
-0.4,43,"TIPP","Biden","6/28/24",1244,3
-0.4,41,"TIPP","Trump","6/28/24",1244,3
-0.4,40,"TIPP","Biden","6/28/24",1244,3
-0.4,39,"TIPP","Trump","6/28/24",1244,3
-0.4,10,"TIPP","Kennedy","6/28/24",1244,3
-0.4,2,"TIPP","West","6/28/24",1244,3
-0.4,1,"TIPP","Stein","6/28/24",1244,3
-0.3,43,"Morning Consult","Biden","6/28/24",4000,3
-0.3,44,"Morning Consult","Trump","6/28/24",4000,3
0.3,40,"co/efficient","Biden","6/27/24",810,5
0.3,41,"co/efficient","Trump","6/27/24",810,5
0.3,7,"co/efficient","Kennedy","6/27/24",810,5
-0.3,44,"Morning Consult","Biden","6/27/24",4000,3
-0.3,44,"Morning Consult","Trump","6/27/24",4000,3
-0.3,44,"Morning Consult","Biden","6/26/24",4000,3
-0.3,43,"Morning Consult","Trump","6/26/24",4000,3
-0.7,45,"EPIC/MRA","Biden","6/26/24",600,3
-0.7,49,"EPIC/MRA","Trump","6/26/24",600,3
-0.7,38,"EPIC/MRA","Biden","6/26/24",600,3
-0.7,42,"EPIC/MRA","Trump","6/26/24",600,3
-0.7,10,"EPIC/MRA","Kennedy","6/26/24",600,3
-0.7,2,"EPIC/MRA","Stein","6/26/24",600,3
-0.7,2,"EPIC/MRA","West","6/26/24",600,3
-1.1,42,"YouGov","Biden","6/25/24",1406,9
-1.1,42,"YouGov","Trump","6/25/24",1406,9
-1.1,4,"YouGov","Kennedy","6/25/24",1406,9
-1.1,0,"YouGov","West","6/25/24",1406,9
-1.1,1,"YouGov","Stein","6/25/24",1406,9
-0.3,43,"Morning Consult","Biden","6/25/24",4000,3
-0.3,44,"Morning Consult","Trump","6/25/24",4000,3
-1.5,42,"Siena/NYT","Biden","6/25/24",1226,9
-1.5,48,"Siena/NYT","Trump","6/25/24",1226,9
-1.5,44,"Siena/NYT","Biden","6/25/24",1226,9
-1.5,48,"Siena/NYT","Trump","6/25/24",1226,9
-1.5,32,"Siena/NYT","Biden","6/25/24",1226,9
-1.5,39,"Siena/NYT","Trump","6/25/24",1226,9
-1.5,9,"Siena/NYT","Kennedy","6/25/24",1226,9
-1.5,2,"Siena/NYT","Stein","6/25/24",1226,9
-1.5,0,"Siena/NYT","West","6/25/24",1226,9
-1.5,2,"Siena/NYT","Oliver","6/25/24",1226,9
-1.5,37,"Siena/NYT","Biden","6/25/24",1226,9
-1.5,40,"Siena/NYT","Trump","6/25/24",1226,9
-1.5,7,"Siena/NYT","Kennedy","6/25/24",1226,9
-1.5,2,"Siena/NYT","Stein","6/25/24",1226,9
-1.5,0,"Siena/NYT","West","6/25/24",1226,9
-1.5,1,"Siena/NYT","Oliver","6/25/24",1226,9
0,43,"Leger","Biden","6/24/24",878,9
0,41,"Leger","Trump","6/24/24",878,9
0,38,"Leger","Biden","6/24/24",878,9
0,38,"Leger","Trump","6/24/24",878,9
0,7,"Leger","Kennedy","6/24/24",878,9
0,2,"Leger","Stein","6/24/24",878,9
0,2,"Leger","West","6/24/24",878,9
-0.3,43,"Morning Consult","Biden","6/24/24",4000,3
-0.3,44,"Morning Consult","Trump","6/24/24",4000,3
-0.5,45,"Quinnipiac","Biden","6/24/24",1405,9
-0.5,49,"Quinnipiac","Trump","6/24/24",1405,9
-0.5,37,"Quinnipiac","Biden","6/24/24",1405,9
-0.5,43,"Quinnipiac","Trump","6/24/24",1405,9
-0.5,11,"Quinnipiac","Kennedy","6/24/24",1405,9
-0.5,2,"Quinnipiac","West","6/24/24",1405,9
-0.5,2,"Quinnipiac","Stein","6/24/24",1405,9
-0.5,1,"Quinnipiac","Oliver","6/24/24",1405,9
1.6,44.5,"McLaughlin","Biden","6/24/24",2000,4
1.6,45.7,"McLaughlin","Trump","6/24/24",2000,4
1.6,45.6,"McLaughlin","Biden","6/24/24",1744,4
1.6,47.3,"McLaughlin","Trump","6/24/24",1744,4
1.6,38.8,"McLaughlin","Biden","6/24/24",2000,4
1.6,40.3,"McLaughlin","Trump","6/24/24",2000,4
1.6,8.3,"McLaughlin","Kennedy","6/24/24",2000,4
1.6,1.6,"McLaughlin","West","6/24/24",2000,4
1.6,1,"McLaughlin","Stein","6/24/24",2000,4
1.6,0.5,"McLaughlin","Oliver","6/24/24",2000,4
1.6,40.4,"McLaughlin","Biden","6/24/24",1744,4
1.6,42.2,"McLaughlin","Trump","6/24/24",1744,4
1.6,7.7,"McLaughlin","Kennedy","6/24/24",1744,4
1.6,1.3,"McLaughlin","West","6/24/24",1744,4
1.6,0.9,"McLaughlin","Stein","6/24/24",1744,4
1.6,0.5,"McLaughlin","Oliver","6/24/24",1744,4
0.1,49,"1892 Polling","Biden","6/24/24",600,1
0.1,47,"1892 Polling","Trump","6/24/24",600,1
0.1,43,"1892 Polling","Biden","6/24/24",600,1
0.1,42,"1892 Polling","Trump","6/24/24",600,1
0.1,8,"1892 Polling","Kennedy","6/24/24",600,1
0.1,3,"1892 Polling","Stein","6/24/24",600,1
0.1,2,"1892 Polling","Oliver","6/24/24",600,1
0.1,1,"1892 Polling","Terry","6/24/24",600,1
1.6,44,"McLaughlin","Biden","6/24/24",1000,4
1.6,46,"McLaughlin","Trump","6/24/24",1000,4
1.6,42,"McLaughlin","Harris","6/24/24",1000,4
1.6,47,"McLaughlin","Trump","6/24/24",1000,4
1.6,37,"McLaughlin","Biden","6/24/24",1000,4
1.6,39,"McLaughlin","Trump","6/24/24",1000,4
1.6,10,"McLaughlin","Kennedy","6/24/24",1000,4
1.6,2,"McLaughlin","West","6/24/24",1000,4
1.6,2,"McLaughlin","Stein","6/24/24",1000,4
1.6,1,"McLaughlin","Oliver","6/24/24",1000,4
-0.5,42,"Global Strategy Group","Biden","6/24/24",800,1
-0.5,36,"Global Strategy Group","Trump","6/24/24",800,1
-0.5,12,"Global Strategy Group","Kennedy","6/24/24",800,1
-0.5,3,"Global Strategy Group","Stein","6/24/24",800,1
-0.5,2,"Global Strategy Group","West","6/24/24",800,1
-0.5,50,"Global Strategy Group","Biden","6/24/24",800,1
-0.5,40,"Global Strategy Group","Trump","6/24/24",800,1
-1.1,44.3,"YouGov","Biden","6/24/24",2750,9
-1.1,41.9,"YouGov","Trump","6/24/24",2750,9
-1.1,4.6,"YouGov","Kennedy","6/24/24",2750,9
-1.1,1,"YouGov","Stein","6/24/24",2750,9
-1.1,0.8,"YouGov","West","6/24/24",2750,9
-0.3,44,"Morning Consult","Biden","6/23/24",10159,3
-0.3,44,"Morning Consult","Trump","6/23/24",10159,3
-0.3,44,"Morning Consult","Biden","6/22/24",4000,3
-0.3,44,"Morning Consult","Trump","6/22/24",4000,3
-0.3,43,"Morning Consult","Biden","6/21/24",4000,3
-0.3,44,"Morning Consult","Trump","6/21/24",4000,3
-1.1,49,"YouGov","Biden","6/21/24",1878,9
-1.1,50,"YouGov","Trump","6/21/24",1878,9
0,56,"PPP","Biden","6/20/24",635,4
0,30,"PPP","Trump","6/20/24",635,4
-0.3,43,"Morning Consult","Biden","6/20/24",4000,3
-0.3,44,"Morning Consult","Trump","6/20/24",4000,3
0.3,42,"North Star Opinion Research","Biden","6/20/24",600,3
0.3,48,"North Star Opinion Research","Trump","6/20/24",600,3
0.3,32,"North Star Opinion Research","Biden","6/20/24",600,3
0.3,42,"North Star Opinion Research","Trump","6/20/24",600,3
0.3,13,"North Star Opinion Research","Kennedy","6/20/24",600,3
0.3,2,"North Star Opinion Research","Oliver","6/20/24",600,3
0.3,3,"North Star Opinion Research","Stein","6/20/24",600,3
-0.2,47,"Clarity","Biden","6/20/24",1002,1
-0.2,46,"Clarity","Trump","6/20/24",1002,1
-1.1,50,"Marquette Law School","Biden","6/20/24",871,10
-1.1,50,"Marquette Law School","Trump","6/20/24",871,10
-1.1,51,"Marquette Law School","Biden","6/20/24",784,10
-1.1,49,"Marquette Law School","Trump","6/20/24",784,10
-1.1,40,"Marquette Law School","Biden","6/20/24",871,10
-1.1,43,"Marquette Law School","Trump","6/20/24",871,10
-1.1,8,"Marquette Law School","Kennedy","6/20/24",871,10
-1.1,2,"Marquette Law School","Oliver","6/20/24",871,10
-1.1,2,"Marquette Law School","Stein","6/20/24",871,10
-1.1,4,"Marquette Law School","West","6/20/24",871,10
-1.1,42,"Marquette Law School","Biden","6/20/24",784,10
-1.1,44,"Marquette Law School","Trump","6/20/24",784,10
-1.1,7,"Marquette Law School","Kennedy","6/20/24",784,10
-1.1,1,"Marquette Law School","Oliver","6/20/24",784,10
-1.1,2,"Marquette Law School","Stein","6/20/24",784,10
-1.1,3,"Marquette Law School","West","6/20/24",784,10
-0.2,37.6,"U. Georgia SPIA","Biden","6/20/24",1000,7
-0.2,42.7,"U. Georgia SPIA","Trump","6/20/24",1000,7
-0.2,8.5,"U. Georgia SPIA","Kennedy","6/20/24",1000,7
-0.2,1,"U. Georgia SPIA","Oliver","6/20/24",1000,7
0.1,40,"University of Texas at Tyler","Biden","6/20/24",1144,8.5
0.1,46,"University of Texas at Tyler","Trump","6/20/24",1144,8.5
0.1,43,"University of Texas at Tyler","Biden","6/20/24",931,8.5
0.1,48,"University of Texas at Tyler","Trump","6/20/24",931,8.5
0.1,38,"University of Texas at Tyler","Biden","6/20/24",1144,8.5
0.1,46,"University of Texas at Tyler","Trump","6/20/24",1144,8.5
0.1,12,"University of Texas at Tyler","Kennedy","6/20/24",1144,8.5
0.1,3,"University of Texas at Tyler","Oliver","6/20/24",1144,8.5
0.1,1,"University of Texas at Tyler","Stein","6/20/24",1144,8.5
0.1,41,"University of Texas at Tyler","Biden","6/20/24",931,8.5
0.1,47,"University of Texas at Tyler","Trump","6/20/24",931,8.5
0.1,8,"University of Texas at Tyler","Kennedy","6/20/24",931,8.5
0.1,3,"University of Texas at Tyler","Oliver","6/20/24",931,8.5
0.1,1,"University of Texas at Tyler","Stein","6/20/24",931,8.5
0.1,36,"P2 Insights","Biden","6/20/24",650,1
0.1,47,"P2 Insights","Trump","6/20/24",650,1
0.1,7,"P2 Insights","Kennedy","6/20/24",650,1
0.1,35,"P2 Insights","Biden","6/20/24",650,1
0.1,45,"P2 Insights","Trump","6/20/24",650,1
0.1,6,"P2 Insights","Kennedy","6/20/24",650,1
0.1,40,"P2 Insights","Biden","6/20/24",650,1
0.1,43,"P2 Insights","Trump","6/20/24",650,1
0.1,8,"P2 Insights","Kennedy","6/20/24",650,1
0.1,37,"P2 Insights","Biden","6/20/24",650,1
0.1,40,"P2 Insights","Trump","6/20/24",650,1
0.1,8,"P2 Insights","Kennedy","6/20/24",650,1
0.1,42,"P2 Insights","Biden","6/20/24",650,1
0.1,45,"P2 Insights","Trump","6/20/24",650,1
0.1,4,"P2 Insights","Kennedy","6/20/24",650,1
-1.1,43.3,"Emerson","Biden","6/19/24",1000,7
-1.1,56.7,"Emerson","Trump","6/19/24",1000,7
-1.1,34.6,"Emerson","Biden","6/19/24",1000,7
-1.1,50.4,"Emerson","Trump","6/19/24",1000,7
-1.1,6.5,"Emerson","Kennedy","6/19/24",1000,7
-1.1,1,"Emerson","West","6/19/24",1000,7
-1.1,0.6,"Emerson","Stein","6/19/24",1000,7
-0.3,43,"Morning Consult","Biden","6/19/24",4000,3
-0.3,44,"Morning Consult","Trump","6/19/24",4000,3
0.3,28,"Public Opinion Strategies","Biden","6/19/24",500,3
0.3,62,"Public Opinion Strategies","Trump","6/19/24",500,3
-1.1,42,"YouGov","Biden","6/18/24",1396,9
-1.1,42,"YouGov","Trump","6/18/24",1396,9
-1.1,4,"YouGov","Kennedy","6/18/24",1396,9
-1.1,1,"YouGov","West","6/18/24",1396,9
-1.1,1,"YouGov","Stein","6/18/24",1396,9
-0.3,43,"Morning Consult","Biden","6/18/24",4000,3
-0.3,44,"Morning Consult","Trump","6/18/24",4000,3
-1.1,45,"YouGov Blue","Biden","6/18/24",2015,9
-1.1,45,"YouGov Blue","Trump","6/18/24",2015,9
-1.1,1,"YouGov Blue","Stein","6/18/24",2015,9
-1.1,4,"YouGov Blue","Kennedy","6/18/24",2015,9
-1.1,1,"YouGov Blue","West","6/18/24",2015,9
-1.1,1,"YouGov Blue","Oliver","6/18/24",2015,9
-1.1,48,"Emerson","Biden","6/18/24",1000,7
-1.1,52,"Emerson","Trump","6/18/24",1000,7
-1.1,39.3,"Emerson","Biden","6/18/24",1000,7
-1.1,42.7,"Emerson","Trump","6/18/24",1000,7
-1.1,7.7,"Emerson","Kennedy","6/18/24",1000,7
-1.1,0.7,"Emerson","West","6/18/24",1000,7
-1.1,1.2,"Emerson","Stein","6/18/24",1000,7
-1.1,50.3,"Emerson","Biden","6/18/24",1000,7
-1.1,49.7,"Emerson","Trump","6/18/24",1000,7
-1.1,39.1,"Emerson","Biden","6/18/24",1000,7
-1.1,42.1,"Emerson","Trump","6/18/24",1000,7
-1.1,7.2,"Emerson","Kennedy","6/18/24",1000,7
-1.1,1.7,"Emerson","West","6/18/24",1000,7
-1.1,1.6,"Emerson","Stein","6/18/24",1000,7
-1.1,49.3,"Emerson","Biden","6/18/24",1000,7
-1.1,50.7,"Emerson","Trump","6/18/24",1000,7
-1.1,41.9,"Emerson","Biden","6/18/24",1000,7
-1.1,44,"Emerson","Trump","6/18/24",1000,7
-1.1,5.2,"Emerson","Kennedy","6/18/24",1000,7
-1.1,1.2,"Emerson","West","6/18/24",1000,7
-1.1,0.8,"Emerson","Stein","6/18/24",1000,7
-1.1,51,"Emerson","Biden","6/18/24",1000,7
-1.1,49,"Emerson","Trump","6/18/24",1000,7
-1.1,40.9,"Emerson","Biden","6/18/24",1000,7
-1.1,41.6,"Emerson","Trump","6/18/24",1000,7
-1.1,6.3,"Emerson","Kennedy","6/18/24",1000,7
-1.1,0.7,"Emerson","West","6/18/24",1000,7
-1.1,1.1,"Emerson","Stein","6/18/24",1000,7
-1.1,48.9,"Emerson","Biden","6/18/24",1000,7
-1.1,51.1,"Emerson","Trump","6/18/24",1000,7
-1.1,42.2,"Emerson","Biden","6/18/24",1000,7
-1.1,44.8,"Emerson","Trump","6/18/24",1000,7
-1.1,4.9,"Emerson","Kennedy","6/18/24",1000,7
-1.1,0.2,"Emerson","West","6/18/24",1000,7
-1.1,0.9,"Emerson","Stein","6/18/24",1000,7
-1.1,48.7,"Emerson","Biden","6/18/24",1000,7
-1.1,51.3,"Emerson","Trump","6/18/24",1000,7
-1.1,42,"Emerson","Biden","6/18/24",1000,7
-1.1,43.8,"Emerson","Trump","6/18/24",1000,7
-1.1,6.1,"Emerson","Kennedy","6/18/24",1000,7
-1.1,0.4,"Emerson","West","6/18/24",1000,7
-1.1,0.8,"Emerson","Stein","6/18/24",1000,7
-1.1,47.7,"Emerson","Biden","6/18/24",1000,7
-1.1,52.3,"Emerson","Trump","6/18/24",1000,7
-1.1,37.4,"Emerson","Biden","6/18/24",1000,7
-1.1,44.9,"Emerson","Trump","6/18/24",1000,7
-1.1,5.9,"Emerson","Kennedy","6/18/24",1000,7
-1.1,1.4,"Emerson","West","6/18/24",1000,7
-1.1,0.9,"Emerson","Stein","6/18/24",1000,7
-0.3,45,"Fabrizio/Impact","Biden","6/18/24",600,2
-0.3,48,"Fabrizio/Impact","Trump","6/18/24",600,2
-0.3,37,"Fabrizio/Impact","Biden","6/18/24",600,2
-0.3,44,"Fabrizio/Impact","Trump","6/18/24",600,2
-0.3,10,"Fabrizio/Impact","Kennedy","6/18/24",600,2
-0.3,1,"Fabrizio/Impact","Stein","6/18/24",600,2
-0.3,1,"Fabrizio/Impact","Oliver","6/18/24",600,2
0.4,41,"Redfield & Wilton Strategies","Biden","6/17/24",1148,9
0.4,41,"Redfield & Wilton Strategies","Trump","6/17/24",1148,9
0.4,7,"Redfield & Wilton Strategies","Kennedy","6/17/24",1148,9
-0.3,44,"Morning Consult","Biden","6/17/24",4000,3
-0.3,43,"Morning Consult","Trump","6/17/24",4000,3
-1.1,43,"Beacon/Shaw","Biden","6/17/24",1095,9
-1.1,42,"Beacon/Shaw","Trump","6/17/24",1095,9
-1.1,10,"Beacon/Shaw","Kennedy","6/17/24",1095,9
-1.1,2,"Beacon/Shaw","West","6/17/24",1095,9
-1.1,2,"Beacon/Shaw","Stein","6/17/24",1095,9
-1.1,50,"Beacon/Shaw","Biden","6/17/24",1095,9
-1.1,48,"Beacon/Shaw","Trump","6/17/24",1095,9
-0.8,47,"Siena","Biden","6/17/24",805,7
-0.8,39,"Siena","Trump","6/17/24",805,7
-0.1,41,"Innovative Research Group","Biden","6/17/24",2000,8.5
-0.1,42,"Innovative Research Group","Trump","6/17/24",2000,8.5
-0.1,8,"Innovative Research Group","Kennedy","6/17/24",2000,8.5
-0.3,44,"Morning Consult","Biden","6/16/24",10132,3
-0.3,43,"Morning Consult","Trump","6/16/24",10132,3
-1.3,47,"SurveyUSA","Biden","6/16/24",626,8
-1.3,41,"SurveyUSA","Trump","6/16/24",626,8
-0.3,44,"Morning Consult","Biden","6/15/24",4000,3
-0.3,43,"Morning Consult","Trump","6/15/24",4000,3
0,48,"PPP","Biden","6/14/24",555,4
0,41,"PPP","Trump","6/14/24",555,4
-0.3,43,"Morning Consult","Biden","6/14/24",4000,3
-0.3,43,"Morning Consult","Trump","6/14/24",4000,3
-1.1,41,"YouGov","Biden","6/14/24",1011,9
-1.1,39,"YouGov","Trump","6/14/24",1011,9
-1.1,3,"YouGov","Kennedy","6/14/24",1011,9
-1.1,1,"YouGov","Stein","6/14/24",1011,9
-1.1,1,"YouGov","West","6/14/24",1011,9
-1.2,32,"Selzer","Biden","6/14/24",632,7.5
-1.2,50,"Selzer","Trump","6/14/24",632,7.5
-1.2,9,"Selzer","Kennedy","6/14/24",632,7.5
-1.2,2,"Selzer","Oliver","6/14/24",632,7.5
0.6,40,"Embold Research","Biden","6/14/24",1450,6
0.6,33,"Embold Research","Trump","6/14/24",1450,6
0.6,12,"Embold Research","Kennedy","6/14/24",1450,6
-0.3,44,"Morning Consult","Biden","6/13/24",4000,3
-0.3,43,"Morning Consult","Trump","6/13/24",4000,3
0.3,37,"Public Opinion Strategies","Biden","6/13/24",500,3
