poll_id,answer,pollscore,sample_size,pct,stage,transparency_score,numeric_grade,end_date,ranked_choice_reallocated
660,DeSantis,-0.3,2591,50.554184494540095,general,3,1.9,2024-05-19,FALSE
661,DeSantis,-0.3,2557,56.490817717276514,general,3,1.9,2024-05-22,FALSE
662,Oliver,-0.3,2534,42.11958406958729,general,3,1.9,2024-09-18,FALSE
663,DeSantis,-0.3,1405,58.98125702049583,general,3,1.9,2024-03-25,FALSE
664,Kennedy,-0.3,2772,43.98726925253868,general,3,1.9,2024-10-22,FALSE
665,Oliver,-0.3,974,41.59856472630054,general,3,1.9,2024-07-13,FALSE
666,Trump,-0.3,1467,58.91610343474895,general,3,1.9,2024-06-01,FALSE
667,West,-0.3,2903,53.05272161960602,general,3,1.9,2024-04-04,FALSE
668,Oliver,-0.3,2282,47.426781291142106,general,3,1.9,2024-07-30,FALSE
669,Oliver,-0.3,1631,54.271428254432976,general,3,1.9,2024-09-09,FALSE
670,Harris,-0.3,2827,52.12831071112305,general,3,1.9,2024-02-25,FALSE
671,Trump,-0.3,2618,40.32275729812682,general,3,1.9,2024-06-09,TRUE
672,Kennedy,-0.3,1151,44.5222950167954,general,3,1.9,2024-04-13,FALSE
673,Trump,-0.3,2524,51.282797870226204,general,3,1.9,2024-08-24,FALSE
674,Oliver,-0.3,797,48.3901351923123,general,3,1.9,2024-09-25,TRUE
675,Kennedy,-0.3,2452,43.49369090050459,general,3,1.9,2024-07-05,FALSE
676,Kennedy,-0.3,2717,58.53165989276022,general,3,1.9,2024-04-29,FALSE
677,Harris,-0.3,1239,58.857046933844686,general,3,1.9,2024-10-09,FALSE
678,Harris,-0.3,631,57.593111423775554,general,3,1.9,2024-04-30,FALSE
679,West,-0.3,2659,57.97049952670932,general,3,1.9,2024-04-12,FALSE
680,Oliver,-0.3,1891,41.359073971398175,general,3,1.9,2024-09-23,TRUE
681,Stein,-0.3,1189,57.212868430651724,general,3,1.9,2024-03-28,FALSE
682,Stein,-0.3,2738,57.199334129691124,general,3,1.9,2024-07-30,FALSE
683,DeSantis,-0.3,1798,40.569057553075254,general,3,1.9,2024-08-29,FALSE
684,Oliver,-0.3,624,44.97397115454078,general,3,1.9,2024-06-04,FALSE
685,Kennedy,-0.3,931,43.60919436439872,general,3,1.9,2024-04-23,FALSE
686,Harris,-0.3,575,41.15651794709265,general,3,1.9,2024-01-19,FALSE
687,Kennedy,-0.3,2244,48.83335120975971,general,3,1.9,2024-02-08,FALSE
688,DeSantis,-0.3,2818,47.83610035665333,general,3,1.9,2024-05-14,FALSE
689,Biden,-0.3,2046,53.271081685088575,general,3,1.9,2024-06-17,FALSE
690,Harris,-0.3,2655,55.47071245498955,general,3,1.9,2024-09-11,FALSE
691,Oliver,-0.3,621,53.46204995177686,general,3,1.9,2024-01-19,FALSE
692,DeSantis,-0.3,2259,55.76507907360792,general,3,1.9,2024-04-08,FALSE
693,Stein,-0.3,2944,42.452921103686094,general,3,1.9,2024-02-19,FALSE
694,Biden,-0.3,2850,44.67103757895529,general,3,1.9,2024-06-18,FALSE
695,Oliver,-0.3,1498,46.81183080654591,general,3,1.9,2024-01-19,TRUE
696,Trump,-0.3,2989,51.8098657252267,general,3,1.9,2024-01-20,FALSE
697,West,-0.3,1274,49.93961017113179,general,3,1.9,2024-01-15,TRUE
698,Oliver,-0.3,586,50.488108028657734,general,3,1.9,2024-03-07,FALSE
699,West,-0.3,916,47.560475282371044,general,3,1.9,2024-03-18,FALSE
700,West,-0.3,1077,54.22015451826155,general,3,1.9,2024-08-27,FALSE
701,Oliver,-0.3,2029,49.61273698601872,general,3,1.9,2024-04-25,TRUE
702,DeSantis,-0.3,2775,51.33730300236493,general,3,1.9,2024-08-19,FALSE
703,Stein,-0.3,1043,59.987952266819775,general,3,1.9,2024-04-27,FALSE
704,Stein,-0.3,2697,57.952525885775685,general,3,1.9,2024-05-04,FALSE
705,Harris,-0.3,2249,57.31695950496942,general,3,1.9,2024-01-26,FALSE
706,Stein,-0.3,1326,59.55944513436407,general,3,1.9,2024-08-09,TRUE
707,Oliver,-0.3,932,52.36984620336443,general,3,1.9,2024-05-30,FALSE
708,Biden,-0.3,1536,41.51140265632421,general,3,1.9,2024-04-26,FALSE
709,Biden,-0.3,1755,58.82785875350237,general,3,1.9,2024-02-13,FALSE
710,West,-0.3,1097,40.73635458946228,general,3,1.9,2024-08-24,FALSE
711,DeSantis,-0.3,2064,41.02979625109583,general,3,1.9,2024-03-18,FALSE
712,West,-0.3,2544,43.43013018835336,general,3,1.9,2024-07-28,FALSE
713,Oliver,-0.3,2471,50.31930265482515,general,3,1.9,2024-04-10,FALSE
714,Biden,-0.3,2117,59.636829225346446,general,3,1.9,2024-03-06,FALSE
715,Oliver,-0.3,749,50.66897998098284,general,3,1.9,2024-09-05,FALSE
716,DeSantis,-0.3,1573,51.04739629197866,general,3,1.9,2024-10-24,FALSE
717,Oliver,-0.3,827,42.88911521434784,general,3,1.9,2024-06-16,FALSE
718,Biden,-0.3,2033,59.19755926821381,general,3,1.9,2024-09-10,FALSE
719,Kennedy,-0.3,981,49.51870318502188,general,3,1.9,2024-08-16,FALSE
720,West,-0.3,2668,42.2469455935061,general,3,1.9,2024-01-08,FALSE
721,Stein,-0.3,1002,42.51942187547684,general,3,1.9,2024-07-21,FALSE
722,West,-0.3,2403,58.56446297839284,general,3,1.9,2024-08-03,FALSE
723,Trump,-0.3,2736,57.92925986927003,general,3,1.9,2024-10-07,FALSE
724,DeSantis,-0.3,1805,53.27195437159389,general,3,1.9,2024-10-19,FALSE
725,Harris,-0.3,2007,43.64879655186087,general,3,1.9,2024-06-10,FALSE
726,Trump,-0.3,1105,45.712441662326455,general,3,1.9,2024-10-31,FALSE
727,Biden,-0.3,1336,58.35487091448158,general,3,1.9,2024-09-10,FALSE
728,DeSantis,-0.3,1772,51.356786214746535,general,3,1.9,2024-05-27,FALSE
729,Biden,-0.3,2397,54.10271573346108,general,3,1.9,2024-03-11,FALSE
730,Trump,-0.3,1654,52.17137422412634,general,3,1.9,2024-01-05,FALSE
731,Trump,-0.3,701,56.544739878736436,general,3,1.9,2024-08-14,FALSE
732,Kennedy,-0.3,2513,58.5295390477404,general,3,1.9,2024-05-22,FALSE
733,Oliver,-0.3,1888,51.58644569572061,general,3,1.9,2024-10-07,FALSE
734,Trump,-0.3,1538,51.05742774903774,general,3,1.9,2024-06-23,FALSE
735,Harris,-0.3,2564,40.8805597666651,general,3,1.9,2024-08-30,FALSE
736,West,-0.3,1971,49.954467406496406,general,3,1.9,2024-02-04,FALSE
737,DeSantis,-0.3,2793,59.76405234076083,general,3,1.9,2024-02-12,FALSE
738,Stein,-0.3,2889,56.72893865033984,general,3,1.9,2024-05-15,FALSE
739,Harris,-0.3,1084,47.71617219783366,general,3,1.9,2024-09-21,FALSE
740,Oliver,-0.3,1528,49.732220293954015,general,3,1.9,2024-06-26,FALSE
741,Stein,-0.3,561,45.99634157959372,general,3,1.9,2024-07-03,TRUE
742,Biden,-0.3,1756,45.90511001646519,general,3,1.9,2024-10-17,FALSE
743,Oliver,-0.3,1004,51.671366607770324,general,3,1.9,2024-08-03,FALSE
744,Biden,-0.3,907,52.466691015288234,general,3,1.9,2024-04-19,FALSE
745,Kennedy,-0.3,1939,49.142046086490154,general,3,1.9,2024-03-07,FALSE
746,West,-0.3,2279,43.03425896912813,general,3,1.9,2024-05-19,FALSE
747,Biden,-0.3,1960,55.54581387434155,general,3,1.9,2024-02-13,FALSE
748,Kennedy,-0.3,2501,44.95409743394703,general,3,1.9,2024-07-22,FALSE
749,Stein,-0.3,692,43.997642821632326,general,3,1.9,2024-09-09,FALSE
750,DeSantis,-0.3,667,49.60161546245217,general,3,1.9,2024-03-30,FALSE
751,Kennedy,-0.3,856,40.32787256408483,general,3,1.9,2024-09-27,FALSE
752,Oliver,-0.3,2182,48.61866366583854,general,3,1.9,2024-02-23,FALSE
753,DeSantis,-0.3,1656,58.94112669862807,general,3,1.9,2024-10-27,FALSE
754,DeSantis,-0.3,670,48.38225746527314,general,3,1.9,2024-10-28,FALSE
755,Harris,-0.3,2293,56.14352104719728,general,3,1.9,2024-06-25,TRUE
756,Oliver,-0.3,2897,47.645001569762826,general,3,1.9,2024-10-24,FALSE
757,DeSantis,-0.3,767,48.95319299772382,general,3,1.9,2024-06-10,FALSE
758,Oliver,-0.3,1986,52.42144120391458,general,3,1.9,2024-01-09,FALSE
759,Trump,-0.3,858,48.71418569702655,general,3,1.9,2024-05-16,FALSE
760,Kennedy,-0.3,2671,57.894309386610985,general,3,1.9,2024-06-06,FALSE
761,DeSantis,-0.3,2420,57.38873878493905,general,3,1.9,2024-08-14,FALSE
762,Harris,-0.3,2795,53.38271538261324,general,3,1.9,2024-03-26,FALSE
763,Harris,-0.3,1287,59.66251142323017,general,3,1.9,2024-07-13,FALSE
764,Trump,-0.3,2957,41.432090075686574,general,3,1.9,2024-07-29,FALSE
765,Harris,-0.3,2499,45.09479359257966,general,3,1.9,2024-06-08,FALSE
766,DeSantis,-0.3,1169,58.17703570239246,general,3,1.9,2024-07-03,FALSE
767,Oliver,-0.3,2798,47.78289683163166,general,3,1.9,2024-02-27,FALSE
768,Kennedy,-0.3,2896,52.57561411242932,general,3,1.9,2024-01-15,FALSE
769,Stein,-0.3,2848,43.13343760557473,general,3,1.9,2024-10-09,TRUE
770,Harris,-0.3,2342,47.10881242994219,general,3,1.9,2024-06-14,FALSE
771,West,-0.3,2822,58.66789338178933,general,3,1.9,2024-09-23,FALSE
772,Kennedy,-0.3,1145,52.493836879730225,general,3,1.9,2024-05-10,FALSE
773,Trump,-0.3,1211,47.0976196648553,general,3,1.9,2024-04-24,FALSE
774,Biden,-0.3,2829,51.23503896873444,general,3,1.9,2024-08-23,FALSE
775,Harris,-0.3,2227,50.12546909507364,general,3,1.9,2024-08-29,FALSE
776,Stein,-0.3,638,47.99857441801578,general,3,1.9,2024-06-16,FALSE
777,Harris,-0.3,2965,46.994813554920256,general,3,1.9,2024-10-28,FALSE
778,Trump,-0.3,1523,58.94536623265594,general,3,1.9,2024-03-19,FALSE
779,West,-0.3,2494,56.308447192423046,general,3,1.9,2024-07-11,FALSE
780,Harris,-0.3,952,47.357712793163955,general,3,1.9,2024-04-16,FALSE
781,DeSantis,-0.3,970,58.76175436191261,general,3,1.9,2024-02-18,FALSE
782,Kennedy,-0.3,1176,56.26456209924072,general,3,1.9,2024-03-02,FALSE
783,Kennedy,-0.3,2436,44.35080707538873,general,3,1.9,2024-02-01,FALSE
784,West,-0.3,1955,44.3138169310987,general,3,1.9,2024-05-12,TRUE
785,Stein,-0.3,2917,56.91609370987862,general,3,1.9,2024-05-11,FALSE
786,Stein,-0.3,2857,53.92454724293202,general,3,1.9,2024-05-24,FALSE
787,Oliver,-0.3,1357,42.93186158873141,general,3,1.9,2024-06-03,FALSE
788,DeSantis,-0.3,1033,56.19946447201073,general,3,1.9,2024-02-13,FALSE
789,Stein,-0.3,803,51.94469477981329,general,3,1.9,2024-01-25,FALSE
790,West,-0.3,2891,43.83694479241967,general,3,1.9,2024-01-21,FALSE
791,Stein,-0.3,505,41.82650174945593,general,3,1.9,2024-05-20,FALSE
792,Stein,-0.3,1391,45.87363988626748,general,3,1.9,2024-03-14,FALSE
793,Stein,-0.3,2636,48.41206533834338,general,3,1.9,2024-03-05,FALSE
794,West,-0.3,972,43.058502417989075,general,3,1.9,2024-06-29,FALSE
795,Oliver,-0.3,1101,56.6867445781827,general,3,1.9,2024-09-29,FALSE
796,West,-0.3,1692,48.313950072042644,general,3,1.9,2024-06-20,TRUE
797,Harris,-0.3,1431,53.58764726202935,general,3,1.9,2024-10-20,TRUE
798,Trump,-0.3,2283,52.03148920554668,general,3,1.9,2024-09-09,FALSE
799,Oliver,-0.3,524,48.712020022794604,general,3,1.9,2024-06-30,FALSE
800,Trump,-0.3,1387,50.77710607089102,general,3,1.9,2024-04-06,FALSE
801,Harris,-0.3,1665,43.82210663985461,general,3,1.9,2024-01-04,FALSE
802,Oliver,-0.3,2979,45.57447706349194,general,3,1.9,2024-05-08,FALSE
803,West,-0.3,554,46.766935088671744,general,3,1.9,2024-03-28,FALSE
804,Oliver,-0.3,2267,43.17077788989991,general,3,1.9,2024-07-28,FALSE
805,West,-0.3,1915,54.47003065608442,general,3,1.9,2024-07-23,FALSE
806,Biden,-0.3,1025,59.74879334215075,general,3,1.9,2024-02-16,FALSE
807,Kennedy,-0.3,1742,56.995349754579365,general,3,1.9,2024-06-20,FALSE
808,DeSantis,-0.3,1156,58.70348256547004,general,3,1.9,2024-05-20,FALSE
809,Oliver,-0.3,695,42.594288382679224,general,3,1.9,2024-02-24,FALSE
810,Biden,-0.3,2767,53.58649889472872,general,3,1.9,2024-04-12,FALSE
811,Harris,-0.3,2732,42.43801766075194,general,3,1.9,2024-06-24,FALSE
812,Trump,-0.3,2362,45.18552601337433,general,3,1.9,2024-10-12,FALSE
813,Trump,-0.3,2885,46.68015429750085,general,3,1.9,2024-06-14,FALSE
814,Kennedy,-0.3,1411,51.863222788088024,general,3,1.9,2024-09-08,TRUE
815,West,-0.3,1709,40.689856950193644,general,3,1.9,2024-07-14,FALSE
816,Stein,-0.3,883,55.141333900392056,general,3,1.9,2024-10-22,FALSE
817,Kennedy,-0.3,2690,41.42773380037397,general,3,1.9,2024-02-20,FALSE
818,Stein,-0.3,1969,45.65789861604571,general,3,1.9,2024-06-17,FALSE
819,Oliver,-0.3,1596,41.866586110554636,general,3,1.9,2024-01-10,FALSE
820,Biden,-0.3,786,51.43151497002691,general,3,1.9,2024-01-16,FALSE
821,Kennedy,-0.3,2233,53.83593813050538,general,3,1.9,2024-05-29,FALSE
822,Stein,-0.3,2851,40.342839448712766,general,3,1.9,2024-10-12,FALSE
823,Harris,-0.3,2507,46.20938515756279,general,3,1.9,2024-08-21,FALSE
824,Harris,-0.3,1023,45.367081789299846,general,3,1.9,2024-01-27,FALSE
825,West,-0.3,1242,59.02271559461951,general,3,1.9,2024-08-17,FALSE
826,Kennedy,-0.3,2500,56.392496661283076,general,3,1.9,2024-06-04,FALSE
827,Harris,-0.3,1585,59.38393680844456,general,3,1.9,2024-07-12,TRUE
828,Harris,-0.3,2548,52.86461281590164,general,3,1.9,2024-04-12,FALSE
829,Kennedy,-0.3,602,50.687894956208766,general,3,1.9,2024-08-31,FALSE
830,West,-0.3,1065,48.926057824864984,general,3,1.9,2024-05-31,FALSE
831,Stein,-0.3,748,48.69896560907364,general,3,1.9,2024-02-09,FALSE
832,DeSantis,-0.3,2877,48.8966798549518,general,3,1.9,2024-06-01,FALSE
833,DeSantis,-0.3,683,40.190177713520825,general,3,1.9,2024-10-03,FALSE
834,Harris,-0.3,1466,41.8298080842942,general,3,1.9,2024-04-24,TRUE
835,Biden,-0.3,719,58.29520960804075,general,3,1.9,2024-09-09,FALSE
836,Trump,-0.3,2762,50.60882184654474,general,3,1.9,2024-08-03,FALSE
837,Kennedy,-0.3,2224,44.73375287372619,general,3,1.9,2024-03-08,FALSE
838,Kennedy,-0.3,1264,51.64770172443241,general,3,1.9,2024-02-29,FALSE
839,Kennedy,-0.3,1232,43.54983446188271,general,3,1.9,2024-01-28,FALSE
840,Kennedy,-0.3,605,54.778748168610036,general,3,1.9,2024-02-16,FALSE
841,Trump,-0.3,1116,43.6318095587194,general,3,1.9,2024-09-10,FALSE
842,Stein,-0.3,1418,51.02718465030193,general,3,1.9,2024-09-23,FALSE
843,DeSantis,-0.3,2559,51.23632663860917,general,3,1.9,2024-05-05,FALSE
844,Kennedy,-0.3,1591,58.75690834131092,general,3,1.9,2024-09-27,FALSE
845,Trump,-0.3,1215,46.59107627347112,general,3,1.9,2024-02-17,FALSE
846,Biden,-0.3,637,47.34184790868312,general,3,1.9,2024-07-04,FALSE
847,Kennedy,-0.3,1932,48.48970973864198,general,3,1.9,2024-04-03,FALSE
848,DeSantis,-0.3,1929,51.47345080971718,general,3,1.9,2024-02-25,FALSE
849,Oliver,-0.3,731,42.95172424521297,general,3,1.9,2024-06-18,FALSE
850,Harris,-0.3,1023,47.64060165267438,general,3,1.9,2024-04-15,TRUE
851,Oliver,-0.3,2226,53.57865166384727,general,3,1.9,2024-04-01,FALSE
852,Harris,-0.3,738,40.94666355289519,general,3,1.9,2024-07-08,FALSE
853,Trump,-0.3,1954,40.2231023972854,general,3,1.9,2024-05-21,FALSE
854,DeSantis,-0.3,1314,51.2058471608907,general,3,1.9,2024-05-19,FALSE
855,Biden,-0.3,2819,47.65914847608656,general,3,1.9,2024-09-22,FALSE
856,Kennedy,-0.3,1372,48.93514517694712,general,3,1.9,2024-09-15,FALSE
857,West,-0.3,1030,41.77120414096862,general,3,1.9,2024-06-06,FALSE
858,West,-0.3,1945,46.495591308921576,general,3,1.9,2024-01-07,FALSE
859,Biden,-0.3,2448,45.07662896066904,general,3,1.9,2024-07-23,FALSE
860,Biden,-0.3,1544,53.219593674875796,general,3,1.9,2024-05-28,FALSE
861,Oliver,-0.3,1585,54.238850343972445,general,3,1.9,2024-01-03,FALSE
862,Harris,-0.3,2059,49.06650080345571,general,3,1.9,2024-04-17,TRUE
863,West,-0.3,2345,40.72886023670435,general,3,1.9,2024-07-11,FALSE
864,West,-0.3,2923,58.4220235934481,general,3,1.9,2024-07-26,FALSE
865,Harris,-0.3,2227,55.92755591031164,general,3,1.9,2024-05-24,FALSE
866,Biden,-0.3,1725,51.1021137656644,general,3,1.9,2024-08-11,FALSE
867,Kennedy,-0.3,616,48.862900556996465,general,3,1.9,2024-07-11,FALSE
868,DeSantis,-0.3,2287,53.554003005847335,general,3,1.9,2024-06-14,FALSE
869,Biden,-0.3,996,43.93365617841482,general,3,1.9,2024-01-29,FALSE
870,Harris,-0.3,1500,51.32801006548107,general,3,1.9,2024-08-24,FALSE
871,Biden,-0.3,1580,56.88204249367118,general,3,1.9,2024-01-29,FALSE
872,DeSantis,-0.3,1343,49.952518763020635,general,3,1.9,2024-09-21,FALSE
873,Harris,-0.3,2539,55.73037229012698,general,3,1.9,2024-03-28,FALSE
874,Harris,-0.3,1597,45.01474150456488,general,3,1.9,2024-08-12,TRUE
875,Biden,-0.3,875,57.81493688002229,general,3,1.9,2024-07-01,FALSE
876,Kennedy,-0.3,2754,41.0991432890296,general,3,1.9,2024-05-03,TRUE
877,Trump,-0.3,1947,55.94310587272048,general,3,1.9,2024-01-15,FALSE
878,Harris,-0.3,2260,53.862982429564,general,3,1.9,2024-09-10,FALSE
879,Biden,-0.3,2894,57.444282649084926,general,3,1.9,2024-04-20,FALSE
880,Kennedy,-0.3,594,58.57326915487647,general,3,1.9,2024-10-25,FALSE
881,Oliver,-0.3,1309,56.457371059805155,general,3,1.9,2024-03-04,FALSE
882,West,-0.3,2651,53.463552901521325,general,3,1.9,2024-07-15,FALSE
883,Biden,-0.3,2647,53.629802973009646,general,3,1.9,2024-10-06,FALSE
884,Stein,-0.3,509,40.237089837901294,general,3,1.9,2024-03-09,FALSE
885,Trump,-0.3,1692,57.99089046660811,general,3,1.9,2024-04-06,FALSE
886,West,-0.3,2976,56.41557741444558,general,3,1.9,2024-04-08,FALSE
887,Biden,-0.3,2494,42.03019472770393,general,3,1.9,2024-05-29,FALSE
888,Oliver,-0.3,2120,40.013621263206005,general,3,1.9,2024-01-08,FALSE
889,Trump,-0.3,2112,53.50189591292292,general,3,1.9,2024-07-12,FALSE
890,Kennedy,-0.3,2345,59.231061139144,general,3,1.9,2024-04-05,FALSE
891,DeSantis,-0.3,2477,53.69565529283136,general,3,1.9,2024-08-09,FALSE
892,Biden,-0.3,1266,43.761410834267735,general,3,1.9,2024-08-25,FALSE
893,Harris,-0.3,2932,45.15719881281257,general,3,1.9,2024-06-20,FALSE
894,Oliver,-0.3,1154,43.92254042439163,general,3,1.9,2024-02-14,FALSE
895,West,-0.3,1424,46.81189779192209,general,3,1.9,2024-10-31,FALSE
896,Kennedy,-0.3,717,43.49931232165545,general,3,1.9,2024-03-10,FALSE
897,Oliver,-0.3,2408,58.753641778603196,general,3,1.9,2024-07-25,FALSE
898,DeSantis,-0.3,675,43.53898346889764,general,3,1.9,2024-09-12,FALSE
899,Harris,-0.3,2355,42.297762199305,general,3,1.9,2024-03-27,FALSE
900,Biden,-0.3,831,41.725598950870335,general,3,1.9,2024-08-28,FALSE
901,Biden,-0.3,820,56.43910959362984,general,3,1.9,2024-04-02,FALSE
902,Biden,-0.3,1762,52.39857509266585,general,3,1.9,2024-10-11,FALSE
903,West,-0.3,2270,42.13492360897362,general,3,1.9,2024-05-13,FALSE
904,DeSantis,-0.3,2361,50.26025264989585,general,3,1.9,2024-10-03,FALSE
905,West,-0.3,851,58.52174239233136,general,3,1.9,2024-09-03,FALSE
906,Harris,-0.3,1312,55.31491479836404,general,3,1.9,2024-02-24,FALSE
907,Stein,-0.3,1483,56.72915027011186,general,3,1.9,2024-01-30,FALSE
908,Trump,-0.3,2487,59.13554510567337,general,3,1.9,2024-07-25,FALSE
909,Stein,-0.3,852,42.0295142615214,general,3,1.9,2024-05-10,FALSE
910,Trump,-0.3,896,40.54566606879234,general,3,1.9,2024-07-29,FALSE
911,Stein,-0.3,2855,50.31438935082406,general,3,1.9,2024-08-02,FALSE
912,Stein,-0.3,2508,51.40309694688767,general,3,1.9,2024-03-26,TRUE
913,DeSantis,-0.3,2264,40.1681491592899,general,3,1.9,2024-03-17,FALSE
914,Oliver,-0.3,1157,56.58819743897766,general,3,1.9,2024-05-14,FALSE
915,West,-0.3,2285,46.22318313922733,general,3,1.9,2024-05-28,FALSE
916,West,-0.3,1139,59.46512772701681,general,3,1.9,2024-04-15,FALSE
917,Kennedy,-0.3,1811,43.678144505247474,general,3,1.9,2024-04-25,FALSE
918,Stein,-0.3,2040,58.06681777816266,general,3,1.9,2024-01-19,FALSE
919,Biden,-0.3,2529,54.795264564454556,general,3,1.9,2024-02-03,FALSE
920,Oliver,-0.3,1957,58.558953423053026,general,3,1.9,2024-04-29,FALSE
921,Biden,-0.3,689,49.61227205116302,general,3,1.9,2024-03-01,FALSE
922,DeSantis,-0.3,828,48.31220936495811,general,3,1.9,2024-06-13,FALSE
923,Oliver,-0.3,1376,43.91313785221428,general,3,1.9,2024-10-23,FALSE
924,Kennedy,-0.3,2345,56.800269624218345,general,3,1.9,2024-08-05,FALSE
925,Oliver,-0.3,1828,52.51453598961234,general,3,1.9,2024-07-15,FALSE
926,Oliver,-0.3,2012,45.19748722203076,general,3,1.9,2024-07-21,FALSE
927,Biden,-0.3,2602,59.58079888019711,general,3,1.9,2024-04-23,FALSE
928,DeSantis,-0.3,1137,52.792952810414135,general,3,1.9,2024-04-23,FALSE
929,West,-0.3,2970,52.802821984514594,general,3,1.9,2024-08-20,FALSE
930,Trump,-0.3,2961,48.39228698518127,general,3,1.9,2024-04-22,TRUE
931,West,-0.3,2640,40.53104660939425,general,3,1.9,2024-02-08,FALSE
932,Oliver,-0.3,737,58.780103088356555,general,3,1.9,2024-06-30,FALSE
933,DeSantis,-0.3,687,49.40207002218813,general,3,1.9,2024-05-30,FALSE
934,Biden,-0.3,2852,47.04264204483479,general,3,1.9,2024-06-12,TRUE
935,West,-0.3,1903,46.27707522828132,general,3,1.9,2024-10-17,FALSE
936,Biden,-0.3,1072,55.81228343304247,general,3,1.9,2024-04-04,TRUE
937,Oliver,-0.3,1498,47.98064498696476,general,3,1.9,2024-03-03,FALSE
938,Biden,-0.3,2267,58.35290171671659,general,3,1.9,2024-05-16,FALSE
939,Trump,-0.3,583,46.52144162449986,general,3,1.9,2024-02-19,FALSE
940,Trump,-0.3,2011,50.925793810747564,general,3,1.9,2024-09-07,FALSE
941,DeSantis,-0.3,2227,41.846295734867454,general,3,1.9,2024-07-31,FALSE
942,DeSantis,-0.3,1046,45.003322451375425,general,3,1.9,2024-09-12,FALSE
943,Oliver,-0.3,1181,41.72930042259395,general,3,1.9,2024-09-21,FALSE
944,Oliver,-0.3,685,40.52227910142392,general,3,1.9,2024-03-29,TRUE
945,Oliver,-0.3,1127,41.97299762163311,general,3,1.9,2024-10-06,FALSE
946,Stein,-0.3,2676,50.03611155319959,general,3,1.9,2024-05-27,FALSE
947,West,-0.3,2098,46.97794676292688,general,3,1.9,2024-01-09,FALSE
948,Oliver,-0.3,1464,46.86686931643635,general,3,1.9,2024-06-11,FALSE
949,Kennedy,-0.3,1179,43.886537877842784,general,3,1.9,2024-10-22,FALSE
950,Biden,-0.3,2758,51.36812065728009,general,3,1.9,2024-07-19,FALSE
951,Harris,-0.3,2467,55.26958825998008,general,3,1.9,2024-03-03,FALSE
952,Oliver,-0.3,1713,58.39174729771912,general,3,1.9,2024-08-21,FALSE
953,West,-0.3,2409,57.48999544419348,general,3,1.9,2024-10-15,FALSE
954,Stein,-0.3,2298,42.48973579611629,general,3,1.9,2024-07-10,FALSE
955,Trump,-0.3,694,46.47983004339039,general,3,1.9,2024-08-09,FALSE
956,DeSantis,-0.3,573,44.55808497034013,general,3,1.9,2024-02-22,FALSE
957,Harris,-0.3,1473,43.55317944660783,general,3,1.9,2024-05-20,FALSE
958,Biden,-0.3,2736,56.51966950390488,general,3,1.9,2024-01-24,FALSE
959,Stein,-0.3,2262,56.58859743271023,general,3,1.9,2024-07-08,FALSE
960,DeSantis,-0.3,1008,58.71584420558065,general,3,1.9,2024-06-06,FALSE
961,Trump,-0.3,2673,59.40648844931275,general,3,1.9,2024-02-01,FALSE
962,Harris,-0.3,1496,42.01076809782535,general,3,1.9,2024-03-28,FALSE
963,Harris,-0.3,2704,42.61894405819476,general,3,1.9,2024-09-24,TRUE
964,Oliver,-0.3,1123,45.67217129282653,general,3,1.9,2024-07-29,FALSE
965,DeSantis,-0.3,2884,56.46368669811636,general,3,1.9,2024-08-05,FALSE
966,Kennedy,-0.3,711,49.36885254457593,general,3,1.9,2024-07-31,FALSE
967,Biden,-0.3,810,46.911124982871115,general,3,1.9,2024-08-17,FALSE
968,Oliver,-0.3,2508,55.78709052875638,general,3,1.9,2024-07-27,FALSE
969,DeSantis,-0.3,1843,41.28031089436263,general,3,1.9,2024-06-04,FALSE
970,Harris,-0.3,1134,44.535860042087734,general,3,1.9,2024-10-22,FALSE
971,West,-0.3,2526,46.32349856663495,general,3,1.9,2024-07-03,TRUE
972,Kennedy,-0.3,1437,49.74940282758325,general,3,1.9,2024-01-26,FALSE
973,Oliver,-0.3,2894,43.606546418741345,general,3,1.9,2024-04-15,FALSE
974,West,-0.3,1144,58.10861025005579,general,3,1.9,2024-08-01,FALSE
975,Biden,-0.3,2864,59.957812083885074,general,3,1.9,2024-05-08,FALSE
976,West,-0.3,2077,42.573325047269464,general,3,1.9,2024-08-23,FALSE
977,Trump,-0.3,2699,57.269300082698464,general,3,1.9,2024-10-21,FALSE
978,Trump,-0.3,1909,45.45725972857326,general,3,1.9,2024-02-05,FALSE
979,Stein,-0.3,2576,51.70340244658291,general,3,1.9,2024-05-03,FALSE
980,Trump,-0.3,1559,51.982357488013804,general,3,1.9,2024-08-24,FALSE
981,Oliver,-0.3,993,46.71748785302043,general,3,1.9,2024-04-27,FALSE
982,Harris,-0.3,1897,53.177037672139704,general,3,1.9,2024-03-27,FALSE
983,Biden,-0.3,1716,49.424177361652255,general,3,1.9,2024-06-28,FALSE
984,Biden,-0.3,2271,50.94083413481712,general,3,1.9,2024-10-13,FALSE
985,Harris,-0.3,1948,55.955682774074376,general,3,1.9,2024-01-09,FALSE
986,Oliver,-0.3,2758,47.3090715194121,general,3,1.9,2024-08-12,FALSE
987,Biden,-0.3,578,45.92279130592942,general,3,1.9,2024-10-17,FALSE
988,Harris,-0.3,2742,51.72386997845024,general,3,1.9,2024-10-26,FALSE
989,Oliver,-0.3,1809,50.8359688706696,general,3,1.9,2024-04-04,FALSE
